id,age,Дата первого занятия,Курс,М2
18517,16,21.03.2021,Веб-дизайн,0
18520,16,21.03.2021,Веб-дизайн,0
18522,15,28.03.2021,Python Базовый,0
18525,12,28.03.2021,Python Базовый,0
18528,16,28.03.2021,Python Базовый,0
18530,11,28.03.2021,Python Базовый,0
18531,14,28.03.2021,Python Базовый,0
18536,16,28.03.2021,Веб-дизайн,0
18538,12,28.03.2021,Python Базовый,0
18540,12,28.03.2021,Python Базовый,0
18542,12,28.03.2021,Python Базовый,0
18543,13,28.03.2021,Python Базовый,0
18547,,28.03.2021,Веб-дизайн,0
18550,11,28.03.2021,Python Базовый,0
18552,13,28.03.2021,Python Базовый,0
18553,14,28.03.2021,Python Базовый,0
18554,15,28.03.2021,Python Базовый,0
18556,14,28.03.2021,Unity,0
18557,13,28.03.2021,Веб-дизайн,0
18558,12,28.03.2021,Python Базовый,0
18564,11,28.03.2021,Python Базовый,0
18568,11,21.03.2021,Python Базовый,0
18570,11,28.03.2021,Python Базовый,0
18571,11,28.03.2021,Python Базовый,0
18585,16,28.03.2021,Unity,0
18587,13,21.03.2021,Веб-дизайн,0
18596,12,28.03.2021,Python Базовый,0
18602,13,28.03.2021,Python Базовый,0
18604,12,28.03.2021,Python Базовый,0
18608,11,21.03.2021,Python Базовый,0
18609,13,28.03.2021,Python Базовый,0
18610,14,28.03.2021,Python Базовый,0
18616,13,28.03.2021,Unity,0
18617,12,28.03.2021,Python Базовый,0
18618,12,28.03.2021,Python Базовый,0
18634,12,28.03.2021,Python Базовый,0
18635,12,28.03.2021,Python Базовый,0
18639,,28.03.2021,Python Базовый,0
18641,12,28.03.2021,Python Базовый,0
18644,11,28.03.2021,Python Базовый,0
18646,14,21.03.2021,Веб-дизайн,0
18662,12,28.03.2021,Python Базовый,0
18665,13,28.03.2021,Веб-дизайн,0
18667,12,28.03.2021,Python Базовый,0
18671,12,28.03.2021,Python Базовый,0
18672,16,21.03.2021,Веб-дизайн,0
18675,16,28.03.2021,Unity,0
18687,13,28.03.2021,Веб-дизайн,0
18697,14,28.03.2021,Python Базовый,0
18717,13,28.03.2021,Python Базовый,0
18720,12,28.03.2021,Python Базовый,0
18721,11,28.03.2021,Python Базовый,0
18723,15,28.03.2021,Python Базовый,0
18726,13,28.03.2021,Веб-дизайн,0
18732,12,28.03.2021,Python Базовый,0
18737,12,28.03.2021,Unity,0
18743,13,28.03.2021,Python Базовый,0
18744,12,28.03.2021,Python Базовый,0
18746,13,28.03.2021,Python Базовый,0
18754,13,28.03.2021,Python Базовый,0
18756,12,28.03.2021,Веб-дизайн,0
18763,14,28.03.2021,Python Базовый,0
18764,10,28.03.2021,Unity,0
18765,13,28.03.2021,Unity,0
18771,12,28.03.2021,Python Базовый,0
18778,11,28.03.2021,Python Базовый,0
18780,16,21.03.2021,Веб-дизайн,0
18782,13,28.03.2021,Веб-дизайн,0
18786,15,28.03.2021,Python Базовый,0
18790,12,28.03.2021,Python Базовый,0
18791,12,28.03.2021,Python Базовый,0
18810,12,28.03.2021,Python Базовый,0
18817,14,28.03.2021,Python Базовый,0
18822,14,28.03.2021,Python Базовый,0
18824,12,28.03.2021,Python Базовый,0
18825,14,28.03.2021,Unity,0
18834,14,28.03.2021,Unity,0
18836,14,28.03.2021,Python Базовый,0
18838,15,28.03.2021,Unity,0
18840,11,28.03.2021,Python Базовый,0
18842,14,28.03.2021,Python Базовый,0
18849,13,28.03.2021,Python Базовый,0
18860,11,28.03.2021,Python Базовый,0
18861,13,28.03.2021,Python Базовый,0
18862,13,28.03.2021,Python Базовый,0
18864,13,28.03.2021,Python Базовый,0
18876,14,28.03.2021,Веб-дизайн,0
18877,13,28.03.2021,Веб-дизайн,0
18882,12,28.03.2021,Python Базовый,0
18891,13,28.03.2021,Веб-дизайн,0
18892,13,28.03.2021,Python Базовый,0
18893,12,28.03.2021,Python Базовый,0
18897,12,28.03.2021,Python Базовый,0
18900,,28.03.2021,Веб-дизайн,0
18903,14,21.03.2021,Python Базовый,1
18908,13,28.03.2021,Python Базовый,0
18910,15,28.03.2021,Python Базовый,0
18912,15,21.03.2021,Веб-дизайн,0
18916,14,28.03.2021,Python Базовый,0
18931,14,28.03.2021,Python Базовый,0
18943,12,28.03.2021,Веб-дизайн,0
18958,14,28.03.2021,Python Базовый,0
18959,15,28.03.2021,Python Базовый,0
18966,14,28.03.2021,Unity,0
18971,15,28.03.2021,Python Базовый,0
18976,14,28.03.2021,Unity,0
18977,13,28.03.2021,Unity,0
18983,12,28.03.2021,Python Базовый,0
18986,14,28.03.2021,Unity,0
18988,13,28.03.2021,Python Базовый,0
18990,,28.03.2021,Python Базовый,0
18995,14,28.03.2021,Python Базовый,0
19006,13,28.03.2021,Python Базовый,0
19013,12,28.03.2021,Python Базовый,0
19016,11,28.03.2021,Python Базовый,0
19019,8,21.03.2021,Python Базовый,0
19021,13,28.03.2021,Python Базовый,0
19027,11,28.03.2021,Python Базовый,0
19028,12,28.03.2021,Python Базовый,0
19031,11,28.03.2021,Python Базовый,0
19032,12,28.03.2021,Python Базовый,0
19045,12,28.03.2021,Python Базовый,0
19051,15,28.03.2021,Python Базовый,0
19059,14,28.03.2021,Python Базовый,0
19075,15,28.03.2021,Python Базовый,0
19079,15,28.03.2021,Python Базовый,0
19083,14,28.03.2021,Python Базовый,0
19092,12,28.03.2021,Python Базовый,0
19113,14,28.03.2021,Unity,0
19118,,28.03.2021,Python Базовый,0
19119,12,28.03.2021,Python Базовый,0
19121,15,28.03.2021,Python Базовый,0
19126,17,28.03.2021,Веб-дизайн,0
19127,11,28.03.2021,Python Базовый,0
19131,14,28.03.2021,Python Базовый,0
19141,13,28.03.2021,Python Базовый,0
19142,14,28.03.2021,Python Базовый,0
19153,16,28.03.2021,Python Базовый,0
19169,12,28.03.2021,Python Базовый,0
19174,14,28.03.2021,Python Базовый,0
19187,13,28.03.2021,Unity,0
19191,12,28.03.2021,Python Базовый,0
19196,13,28.03.2021,Python Базовый,0
19197,12,28.03.2021,Python Базовый,0
19201,,28.03.2021,Python Базовый,0
19202,14,28.03.2021,Python Базовый,0
19207,17,28.03.2021,Unity,0
19217,12,28.03.2021,Python Базовый,0
19226,13,28.03.2021,Python Базовый,0
19232,13,28.03.2021,Unity,0
19236,14,28.03.2021,Python Базовый,0
19237,,28.03.2021,Веб-дизайн,0
19241,,28.03.2021,Python Базовый,0
19243,13,28.03.2021,Python Базовый,0
19245,13,28.03.2021,Python Базовый,0
19248,12,28.03.2021,Python Базовый,0
19252,13,28.03.2021,Unity,0
19258,12,28.03.2021,Python Базовый,0
19259,11,28.03.2021,Python Базовый,0
19262,15,28.03.2021,Unity,0
19273,11,28.03.2021,Python Базовый,0
19277,,28.03.2021,Python Базовый,0
19286,14,28.03.2021,Веб-дизайн,0
19294,11,28.03.2021,Python Базовый,0
19296,14,28.03.2021,Python Базовый,0
19303,13,28.03.2021,Python Базовый,0
19313,14,28.03.2021,Веб-дизайн,0
19326,13,28.03.2021,Unity,0
19330,14,28.03.2021,Python Базовый,0
19348,17,28.03.2021,Unity,0
19349,13,28.03.2021,Python Базовый,0
19360,13,28.03.2021,Python Базовый,0
19364,14,28.03.2021,Python Базовый,0
19368,16,28.03.2021,Python Базовый,0
19373,,28.03.2021,Python Базовый,0
19375,14,28.03.2021,Unity,0
19393,12,28.03.2021,Python Базовый,0
19405,12,28.03.2021,Веб-дизайн,0
19409,12,28.03.2021,Python Базовый,0
19431,14,28.03.2021,Python Базовый,0
19453,13,28.03.2021,Веб-дизайн,0
19464,14,28.03.2021,Python Базовый,0
19555,14,28.03.2021,Веб-дизайн,0
19561,14,28.03.2021,Веб-дизайн,0
19563,14,28.03.2021,Unity,0
19570,14,28.03.2021,Веб-дизайн,0
19613,13,28.03.2021,Python Базовый,0
19630,12,28.03.2021,Python Базовый,0
19746,14,28.03.2021,Unity,0
19768,15,28.03.2021,Веб-дизайн,1
19815,14,28.03.2021,Python Базовый,0
